Price,Close,High,Low,Open,Volume,Stock Name
Ticker,TITAGARH.NS,TITAGARH.NS,TITAGARH.NS,TITAGARH.NS,TITAGARH.NS,
Date,,,,,,
2022-01-03,95.28739929199219,98.33379475321911,94.18869916465806,94.18869916465806,906262,Titagarh
2022-01-04,94.53827667236328,97.78444037264778,94.1886913364104,96.33614738028757,386024,Titagarh
2022-01-05,96.23626708984375,98.53355522167358,94.38845235096609,94.83791812352946,967724,Titagarh
2022-01-06,96.0864486694336,98.38373694576453,95.53710242623396,95.98656822706904,1535235,Titagarh
2022-01-07,96.93545532226562,99.38256054893276,96.1863405442586,96.33615740354833,739210,Titagarh
2022-01-10,102.27912902832031,103.37782906922953,97.63461634316123,97.68456037154343,2719835,Titagarh
2022-01-11,117.5111312866211,122.70499032741766,100.48125350449723,102.87842214655298,11571673,Titagarh
2022-01-12,113.2162094116211,121.65624029533826,112.21738972978872,118.11042737667758,2513139,Titagarh
2022-01-13,115.66332244873047,118.46001299153662,113.86544396947768,113.86544396947768,1673055,Titagarh
2022-01-14,114.71443176269531,118.31018086841624,113.2162023336125,115.66331497334778,1049887,Titagarh
2022-01-17,114.06520080566406,117.16154781219292,113.31608606932112,115.36366939681417,868442,Titagarh
2022-01-18,108.37193298339844,115.01408523871685,107.02352796805152,114.76438032400856,914941,Titagarh
2022-01-19,111.61809539794922,113.8654396005925,106.62399716985306,107.37311190406749,1379120,Titagarh
2022-01-20,113.26615142822266,114.36485153460828,111.41833657379374,112.21738773280634,837055,Titagarh
2022-01-21,114.61455535888672,123.85363716341573,112.96650140481182,113.61573570434305,4173854,Titagarh
2022-01-24,110.81903839111328,121.85599869843007,109.42069696137713,118.11042496794553,2658210,Titagarh
2022-01-25,114.46472930908203,119.25906663297212,107.27323094363601,109.82021645538647,1694137,Titagarh
2022-01-27,110.46945190429688,114.56461095034867,108.87134198637291,111.81785690940806,1017480,Titagarh
2022-01-28,112.66686248779297,117.36131191628877,111.318449829039,111.46827430449937,1155759,Titagarh
2022-01-31,111.66803741455078,115.7631963636592,110.41951288004279,114.56460823829813,866380,Titagarh
2022-02-01,111.9177474975586,115.66332127431237,108.67158355770532,113.3660329764143,1755057,Titagarh
2022-02-02,114.41478729248047,116.66213137410186,111.21856002638569,112.66685300677493,1575193,Titagarh
2022-02-03,110.46945190429688,115.66331866303625,108.87134198637291,113.86544024262855,1368418,Titagarh
2022-02-04,115.21383666992188,117.36130028430821,110.169802378872,111.46826325659289,1931806,Titagarh
2022-02-07,114.36485290527344,118.36013160938779,113.81549903530197,115.86308241931633,932858,Titagarh
2022-02-08,110.31962585449219,113.66567773463206,106.87370115512283,113.66567773463206,1014089,Titagarh
2022-02-09,108.12223052978516,111.4682749389616,107.87252560939305,111.06874554225634,464907,Titagarh
2022-02-10,107.07345581054688,109.67039281201288,106.07463623164107,108.37192431127987,452580,Titagarh
2022-02-11,103.32788848876953,110.16980910444221,102.37901288095533,107.87252088920172,914168,Titagarh
2022-02-14,93.28975677490234,101.729779763893,91.8914077417115,100.93072861663336,791913,Titagarh
2022-02-15,97.53473663330078,98.88314158538738,90.94252871835273,92.4906945446785,730101,Titagarh
2022-02-16,97.83438110351562,100.43131827480748,96.78562504931465,98.78326433776122,611833,Titagarh
2022-02-17,96.38610076904297,100.7809089603104,95.8866909204987,98.08409120593765,379237,Titagarh
