Price,Close,High,Low,Open,Volume,Stock Name
Ticker,MOTHERSON.NS,MOTHERSON.NS,MOTHERSON.NS,MOTHERSON.NS,MOTHERSON.NS,
Date,,,,,,
2022-01-03,90.29716491699219,90.51803758837588,89.25303616315185,89.67470828893217,10946036,Motherson
2022-01-04,90.27708435058594,91.44169726433306,89.8353390071989,90.61844118072153,9662815,Motherson
2022-01-05,89.9959716796875,92.68661244088821,89.47390359530827,90.71883173064734,18545657,Motherson
2022-01-06,93.50987243652344,93.97169846485812,88.75104730413406,89.55422268053968,25203833,Motherson
2022-01-07,95.93948364257812,96.94345851600725,93.3492386365708,94.29297142908601,34969236,Motherson
2022-01-10,96.38123321533203,98.65020947458304,95.93948039841045,96.78281717027727,19399782,Motherson
2022-01-11,100.97941589355469,101.48140329120722,96.24067160608497,96.78281291183019,45509599,Motherson
2022-01-12,97.76670837402344,101.9833846303773,97.22456706074242,101.9833846303773,31984878,Motherson
2022-01-13,94.29296875,99.39314331861344,93.28900138115465,98.26869926742197,48628910,Motherson
2022-01-14,121.21385955810547,132.1561022014697,119.31938159341449,127.35457401849601,67160157,Motherson
2022-01-17,123.82694244384766,125.9173978991413,123.14100660778927,123.9575940407889,20908546,Motherson
2022-01-18,119.94000244140625,125.00282678671243,119.22140367726419,125.00282678671243,13880427,Motherson
2022-01-19,120.5279312133789,120.95255635809286,116.08570985676393,120.13596896625387,8119854,Motherson
2022-01-20,121.24652862548828,122.4877412253996,119.7766757307835,120.85457383441374,8769453,Motherson
2022-01-21,118.82942962646484,122.55305972847718,117.58822457649939,121.08320692127094,11105172,Motherson
2022-01-24,117.39225006103516,121.47517213324129,114.77917335589206,119.22139478336554,20719893,Motherson
2022-01-25,115.04048919677734,117.55556984477947,114.02792435766037,117.19627047333388,8491330,Motherson
2022-01-27,113.7666015625,114.97515114638175,111.15353249419282,114.97515114638175,8517331,Motherson
2022-01-28,115.4651107788086,118.5354681003156,114.35454979940664,114.45254597116143,6228226,Motherson
2022-01-31,117.26158905029297,119.35205187499402,117.0002858697416,117.55556260447128,6092488,Motherson
2022-02-01,118.24149322509766,118.89476614127521,115.07314724305178,118.86210324307216,9202164,Motherson
2022-02-02,120.07064056396484,120.85456504119344,118.89476132417981,118.89476132417981,5138463,Motherson
2022-02-03,118.99275970458984,120.62592710974002,118.7314490322154,120.2013019396681,3380209,Motherson
2022-02-04,118.40481567382812,120.1686346121429,117.55556536497757,119.54803206770205,3471211,Motherson
2022-02-07,118.14350128173828,119.45003960210758,116.60832268023479,118.40481193623533,4622776,Motherson
2022-02-08,116.2490234375,120.36461578610769,115.33444736003162,118.69877811784102,9822837,Motherson
2022-02-09,117.09828186035156,117.45758123206029,115.39978117668012,116.93496736232873,3608242,Motherson
2022-02-10,117.81686401367188,118.56812559857805,116.05304514329472,117.68621242536052,4607454,Motherson
2022-02-11,112.46007537841797,118.4048202963989,111.08821864263471,116.90230448611274,19232356,Motherson
2022-02-14,109.81433868408203,114.15857144102017,108.5731335969901,108.67112229185659,13872945,Motherson
2022-02-15,111.80680847167969,112.13344493964684,107.59323466758964,109.74901591842098,14098522,Motherson
2022-02-16,110.40228271484375,113.01535953809844,109.78168014664561,113.01535953809844,5916133,Motherson
2022-02-17,108.80177307128906,111.80680454773612,108.47513661478547,111.05555041665343,6973185,Motherson
2022-02-18,103.47764587402344,108.50780729419004,102.82438039022712,108.44248149341628,34890028,Motherson
2022-02-21,102.43241119384766,104.19623759989005,100.30929290780699,103.21633570232387,15149253,Motherson
2022-02-22,102.17109680175781,102.95502128161056,97.01028431691063,97.9901861786976,12175230,Motherson
2022-02-23,101.90979766845703,104.03291596119715,101.41984671812791,103.21633602802075,7739341,Motherson
2022-02-24,94.42988586425781,98.48014523347847,93.71128711910404,97.36959169212284,26708278,Motherson
2022-02-25,97.72888946533203,100.53794386337881,96.0303961514803,96.0303961514803,15627925,Motherson
2022-02-28,98.28416442871094,98.97009277434746,93.77660966804257,94.07058323106294,13126765,Motherson
2022-03-02,96.09571075439453,98.1861661204245,95.50777111720586,98.1861661204245,10527546,Motherson
2022-03-03,94.1032485961914,97.63089406460911,93.84193792487306,97.33692796994174,10055790,Motherson
2022-03-04,89.23640441894531,93.41732294921354,88.71379053716912,93.41732294921354,15753549,Motherson
2022-03-07,83.74895477294922,87.4725777394584,81.26653696992355,87.4725777394584,27623794,Motherson
2022-03-08,82.80171203613281,85.57810329464981,78.0981798412901,84.27156491251387,43230547,Motherson
2022-03-09,83.61830139160156,84.92483232786853,82.73638815018333,84.27156685973505,23955183,Motherson
2022-03-10,86.62332916259766,91.0655505958546,86.03538951979536,88.12584490578494,33477661,Motherson
2022-03-11,85.9374008178711,86.62333669080179,83.65096784425899,86.2313744028498,35522061,Motherson
2022-03-14,83.74895477294922,86.06805807447934,82.14845023011685,85.93739899722424,30241275,Motherson
2022-03-15,87.30925750732422,89.10574681009538,84.43487761331365,84.43487761331365,30149418,Motherson
2022-03-16,87.08061981201172,89.43237845341726,86.52534305078773,89.0404236638886,28606036,Motherson
2022-03-17,89.46505737304688,91.13088781581557,88.0605301482533,88.45248497521598,31448935,Motherson
2022-03-21,87.08061981201172,90.47761365366888,86.88463494118899,90.47761365366888,12645451,Motherson
2022-03-22,89.10574340820312,89.30172078965253,85.61076110661666,87.21126548329389,12151755,Motherson
2022-03-23,88.22383880615234,90.02032821477705,87.83187652913585,89.56304013760092,8176977,Motherson
2022-03-24,86.42735290527344,88.12585368259414,85.51277671380213,86.55801198695428,9314569,Motherson
2022-03-25,88.61579895019531,90.80424310710227,87.73388571715043,88.84443924525073,28305294,Motherson
2022-03-28,88.41981506347656,89.2037396073744,86.23137088218773,89.13841380805933,14879110,Motherson
2022-03-29,88.84442901611328,90.05297857900608,87.37457628895667,88.41980389812703,12150163,Motherson
2022-03-30,89.98765563964844,90.73890973677167,89.04041668705901,89.66101919791001,14730108,Motherson
2022-03-31,91.09821319580078,93.61329372559739,90.1509742003641,90.70625094319627,30569464,Motherson
2022-04-01,91.62083435058594,92.04545953511484,90.21630719439301,91.42485694667663,10333581,Motherson
2022-04-04,93.5479736328125,94.07058750946115,91.75148422654978,92.40475717940456,9445047,Motherson
2022-04-05,94.88717651367188,95.57310490171817,93.77661546608728,94.72385453475897,14785512,Motherson
